Sentence,SRLs
ईधन प्रौद्यौगिकी और सामग्री व्यापार (एनएसजी) बना,NO_SRL NO_SRL NO_SRL NO_SRL ARGM-PRP ARG1 NO_SRL
विकल्प यह है कि अमेरिका प्रोजेक्ट तथा फोरम भारत शामिल करने पैरवी करें,ARG2-ATR ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
संकेत करार दिया,ARG1 ARGM-LOC NO_SRL
सिंह और अमेरिका बुश कल NULL होने बातचीत जुलाई NULL2 हुए समझौते संयंत्रों ईंधन आपूर्ति मामला उठ,NO_SRL ARGM-LOC NO_SRL NO_SRL ARGM-TMP NO_SRL NO_SRL ARGM-LOC ARGM-TMP NO_SRL NO_SRL ARGM-CAU NO_SRL NO_SRL NO_SRL ARG0 NO_SRL
संयंत्रों संकट है तथा महीने उन्हें ईंधन मिलता तो उनके बंद होने नौबत आ,ARGM-LOC ARG1 NO_SRL NO_SRL ARGM-TMP ARG0 ARG1 ARGM-ADV NO_SRL NO_SRL ARG1 NO_SRL ARG1 NO_SRL
मंत्रालय सूत्रों भारत अपना दृष्टिकोण रख कि विरोध घोषणाओं अमल वह सुविधाओं अलग करने कार्य रूप दे,NO_SRL ARGM-EXT ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
स्थिति अमेरिका यह जरूरी जान कि विपक्ष और दलों मुंह बंद करने वह ईंधन आपूर्ति ऐलान करे तथा इसके सीमा निर्धारित करे2,ARGM-LOC ARG0 ARG1 ARG2-ATR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
वे वर्ष थीं,ARG1 ARG2-ATR NO_SRL
NULL वर्षों उनके रह इमरोज वक्त उनके2 थे,NO_SRL ARGM-TMP ARG2-LOC NO_SRL ARG0 ARGM-TMP ARG2-ATR NO_SRL
इमरोज खुद लेखक हैं,ARG1 NO_SRL ARG2-ATR NO_SRL
प्रीतम परिवार पुत्र है,NO_SRL ARGM-LOC ARG1 NO_SRL
सूत्रों बताया कि दिल्ली सोमवार शाम उनका संस्कार कर,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
पुरस्कार सम्मानित प्रीतम पुस्तकें लिखी और उन्हें अपने लेखन पहचान मिली,NO_SRL NO_SRL ARG0 ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
पंजाब १९१९ पैदा हुई प्रीतम पुरस्कार मिल,NO_SRL NO_SRL NO_SRL NO_SRL ARG0 ARG1 NO_SRL
उनकी कृतियों टिकट कैनवस कमरा और2 संदेह हैं,NO_SRL ARGM-LOC NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL
दरअसल टिकट उनका वृत्तांत है,NO_SRL ARG1 NO_SRL ARG2-ATR NO_SRL
प्रधानमंत्री देश पद NULL पहुंचने पुत्र लोगों आंखों विदाई दी,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL
शनिवार हैदराबाद हाल तिरंगे NULL लिपटे राव यात्रा निकाली,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL
रेजिमेंट गोले NULL दागकर राव सलामी दी,ARG0 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
समय माहौल गमगीन हो और वातावरण राव अमर रहे नारों गूंज,ARGM-TMP ARG1 ARG2-ATR NO_SRL NO_SRL ARG1 ARG1 ARG2-ATR NO_SRL ARGM-MNS NO_SRL
राव प्रधानमंत्री पद NULL पहुंचने भारतीय थे,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL
उन्हें विदा देने उनके जिले स्थित गांव ग्रामीण आए,NO_SRL NO_SRL ARGM-PRP ARGM-ADV NO_SRL NO_SRL ARG2-SOU ARG0 NO_SRL
राव संस्कार NULL हिस्सा लेने सिंह सुबह अपनी पत्नी कौर विमान हैदराबाद पहुंचे,ARGM-ADV ARGM-LOC NO_SRL ARG1 ARGM-PRP ARG0 ARGM-TMP NO_SRL NO_SRL ARGM-MNR ARGM-MNS ARG2-GOL NO_SRL
वह विमानतल सीधे पार्क स्थित स्थल पहुंचे,ARG0 ARGM-LOC ARGM-MNR NO_SRL NO_SRL ARG2-GOL NO_SRL
NULL गौरतलब है कि राव सिंह राजनीति आए,ARG1 ARG2-ATR NO_SRL NO_SRL ARGM-CAU ARG0 ARGM-LOC NO_SRL
वह ९६ सरकार मंत्री थे,ARG1 ARGM-EXT ARGM-LOC ARG2-ATR NO_SRL
सरकार NULL मणिपुर अधिनियम एएफएसपीए को हटाकर उसकी जगह चेहरे कानून लागू करने रजामंद हो,ARG0 NO_SRL ARGM-LOC ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
सिंह और लुप घंटे NULL चली बैठक घोषणा की2,NO_SRL NO_SRL NO_SRL ARGM-EXT NO_SRL NO_SRL ARGM-TMP ARG1 NO_SRL
कार्यालय प्रवक्ता बताया कि सरकार मणिपुर NULL लोगों मिलकर NULL2 काम करने राज्य अध्याय शुरू करना चाहती,NO_SRL ARG0 NO_SRL ARG1 ARG0 NO_SRL NO_SRL ARG1 ARGM-MNR NO_SRL ARG1 NO_SRL ARGM-LOC NO_SRL NO_SRL ARG1 NO_SRL
सरकार कानून बदलने फैसला आंदोलनकारियों कानून2 संशोधन स्वीकार करने इन्कार करने2 लिया,NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
प्रधानमंत्री और लुप बैठक प्रवक्ता संवाददाताओं बताया कि सिंह कहा कि2 वह मणिपुर अधिनियम एएफएसपीए के2 कानून लाने अवश्य विचार करेंगे,NO_SRL NO_SRL NO_SRL ARGM-TMP ARG0 ARG2 ARG1 NO_SRL ARG0 NO_SRL ARG1 NO_SRL ARGM-LOC ARG1 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
उन्होंने बताया कि मणिपुर हालात जायजा लेने प्रधानमंत्री महीने मणिपुर2 यात्रा करेंगे,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
इसके प्रधानमंत्री दल पाटिल मुद्दे बातचीत जारी रखने कहा,ARGM-DIS ARG0 NO_SRL ARG2 NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
हालांकि कानून तरह हटाने मांग कर लुप कानून2 संशोधन स्वीकार करने इन्कार कर2,NO_SRL ARG1 ARGM-MNR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
प्रधानमंत्री बातचीत करने लुप दल नेता सिंह कहा कि संशोधनों खारिज कर,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
लेकिन वह कानून चेहरे कानून2 लागू करने राजी हैं जिससे मणिपुर लोगों स्वतंत्रता और मानवाधिकारों रक्षा हो,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-CAU NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
उन्होंने कहा कि संगठन नेता प्रधानमंत्री रुख खुश हैं,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
भारत और पाकिस्तान NULL बढ़ते संबंधों असर कश्मीर किचन देखा,NO_SRL ARGM-LOC NO_SRL NO_SRL NO_SRL ARG1 ARG1 NO_SRL ARGM-LOC NO_SRL
पाकिस्तान साल्ट लोगों किचन पहुंच,NO_SRL ARG0 NO_SRL ARGM-LOC NO_SRL
लोग इसे देशों NULL बढ़ते रिश्ते परिणाम रूप देख,ARG0 ARG1 ARGM-LOC NO_SRL NO_SRL ARG1 ARGM-MNR ARGM-MNR NO_SRL
लोग इससे सबक ले,ARG0 ARG2-SOU ARG1 NO_SRL
दशकों दुश्मनी दिल्ली और इस्लामाबाद संबंधों शुरुआत NULL होने नमक अब आराम बाजार मिलने,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-CAU ARG1 ARGM-TMP ARGM-MNR ARGM-LOC NO_SRL
अब इसे दुकान खरीदा,ARGM-TMP ARG1 ARGM-LOC NO_SRL
यह नमक है,ARG1 ARG2-ATR NO_SRL
कश्मीर नमक महत्व बात स्पष्ट होता कि वर्षो राजनीति मुद्दा रहा,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-TMP NO_SRL ARG0 NO_SRL
", स्तर यह लोगों उद्वेलित करने मुद्दा रहा",ARGM-DIS ARG2-LOC NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL
NULL १९४७ घाटी पाकिस्तान नमक घाटी2 रोड होते कश्मीर2 पहुंचता,NO_SRL ARGM-EXT ARGM-MNS ARGM-LOC ARG0 NO_SRL ARGM-LOC ARGM-MNR ARG2-GOL NO_SRL
अक्टूबर १९४७ जब कश्मीर भारत हिस्सा बन NULL कश्मीर2 नमक आपूर्ति बाधित हो और तरह फैमिन स्थिति पैदा हो2,NO_SRL ARGM-TMP ARGM-TMP ARG1 NO_SRL ARG2-ATR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
कश्मीर जमन कहा कि कश्मीर2 वर्षो नमक कमी रही,ARGM-LOC ARG0 NO_SRL ARG1 ARG2-LOC ARGM-EXT NO_SRL ARG0 NO_SRL
इसकी कीमत अधिक बढ़ कि आदमी इसका उपयोग कर,NO_SRL ARG1 ARGM-MNR NO_SRL ARGM-DIS NO_SRL NO_SRL NO_SRL NO_SRL
यद्यपि १९४९ नमक आपूर्ति घाटी सामान्य हो लेकिन राजनीतिज्ञों वजह इसमें फिर बाधा आ,ARGM-ADV ARGM-EXT NO_SRL ARG1 ARGM-LOC ARG2-ATR NO_SRL NO_SRL NO_SRL ARGM-CAU ARGM-LOC ARGM-MNR ARG1 NO_SRL
साल्ट NULL अनुपलब्धता घाटी मुद्दा बना,NO_SRL NO_SRL ARG2 ARGM-LOC ARG1 NO_SRL
इसे नमक सवाल संज्ञा दी,ARG2 NO_SRL NO_SRL ARG1 NO_SRL
पार्टी मकसद नमक लोगों कमजोरी अपने पक्ष भुनाना कि नमक2 उपलब्धता सुनिश्चित कराना,NO_SRL ARGM-PRP ARGM-MNR NO_SRL ARG1 NO_SRL ARGM-MNR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
हत्याकांड जांच कर दल सिट सरस्वती रविवार बजे उसके पेश होने समन भेजा,NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-PRP ARG1 NO_SRL
", रात गिरफ्तार किए मठ मैनेजर अय्यर आज कोर्ट दिन हिरासत भेज",NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG2 ARGM-TMP ARG0 NO_SRL ARGM-LOC NO_SRL
मठ एकाउंटेंट और मंदिर मैनेजर रमन हत्या NULL गुत्थी NULL2 सुलझाने जुटे सिट विजयेंद्र समन भेजने अहम माना,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL ARG1 NO_SRL ARG0 ARG2 ARG1 ARG1 ARG2-ATR NO_SRL
लेकिन विजयेंद्र वकीलों सिट आग्रह किया कि वह मठ NULL होने पूजा सुबह मठ2 बाहर जा,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 ARGM-LOC NO_SRL NO_SRL ARGM-CAU ARGM-TMP ARG2-SOU ARG2-GOL NO_SRL
विजयेंद्र वकील चेल्लप्पा और त्यागराजन बताया कि विजयेंद्र2 पूजा बजे सिट पेश होंगे,NO_SRL NO_SRL NO_SRL ARG0 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
यह पूछने कि क्या उन्होंने NULL यह2 जानने कोशिश की2 कि2 विजयेंद्र आखिर तरह पूछताछ की4 वकीलों कहा कि3 उन्हें इस पता NULL2 ।,ARG0 ARGM-CAU ARG1 NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
उन्होंने कहा कि विजयेंद्र NULL पूछताछ लेकर परेशान हैं,ARG0 NO_SRL ARG1 ARG0 NO_SRL ARG1 ARGM-CAU ARG2-ATR NO_SRL
NULL गौरतलब है कि सरस्वती गिरफ्तारी सरस्वती2 मामले शब्द कहा,ARG1 ARGM-ADV NO_SRL NO_SRL NO_SRL ARGM-TMP ARG0 ARGM-LOC ARG1 NO_SRL
यहां वह जेल अपने NULL गुरु मिलने गए,ARGM-DIS ARG0 ARGM-LOC NO_SRL NO_SRL ARG1 ARGM-PRP NO_SRL
इस उत्तमराज मठ अय्यर जनवरी हिरासत भेज,ARGM-TMP ARG0 NO_SRL ARG2 ARGM-TMP ARGM-LOC NO_SRL
पुलिस आरोप है कि हत्याकांड सिलसिले पैसे देन अय्यर भूमिका थी,NO_SRL ARG1 NO_SRL ARG2-ATR NO_SRL ARGM-LOC NO_SRL ARGM-LOC ARG1 ARG2-ATR NO_SRL
मठ वकील चेल्लप्पा और त्यागराजन पत्रकारों बताया कि अय्यर मजिस्ट्रेट कहा कि2 पैसों NULL देन लेकर उन आरोप लगाए,NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARG2 NO_SRL ARG1 ARG0 ARG2 NO_SRL ARG1 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
अय्यर बताया कि उन्होंने किसी राशि दी,ARG0 NO_SRL ARG1 ARG0 ARG2 ARG1 NO_SRL
व्यक्ति काम रुपये चेक दिया,ARG2 ARGM-PRP NO_SRL ARG1 NO_SRL
अय्यर बताया कि मठ जमीन सौदे रुपये मिले,ARG0 NO_SRL ARG1 ARG0 NO_SRL ARGM-MNS ARG1 NO_SRL
देन रमन महीने हुआ,ARG1 NO_SRL ARGM-TMP NO_SRL
अय्यर कोर्ट कहा कि उन्होंने जानकारी पूछताछ पुलिस दी लेकिन पुलिस2 मजिस्ट्रेट इसकी जानकारी2 दी2,ARG0 ARGM-LOC NO_SRL ARG1 ARG0 ARG1 ARGM-TMP ARG2 NO_SRL NO_SRL ARG0 ARG2 NO_SRL ARG1 NO_SRL
समूह इलाकों सर्वे कराने पता लगा कि द्वीपों जनजातियां सुरक्षित हैं लेकिन अब इस रिपोर्ट आई,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-LOC ARG1 ARG2-ATR NO_SRL NO_SRL ARGM-TMP ARGM-ADV ARG1 NO_SRL
जनजातियों NULL खबर मिलनी बाकी है,NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
