Sentence,Dependency,SRLs
विपक्ष इस सवाल उठा तो हैरानी खुद सरकार है2,k1 k7 pof vmod root k1 nmod k4a ccof,NO_SRL NO_SRL NO_SRL ARGM-DIS NO_SRL ARG2-ATR NO_SRL ARG1 NO_SRL
यूरेनियम व्यापार प्रतिबंधों भारत यूरेनियम2 हासिल कर मुश्किल हो जबकि देश यूरेनियम3 उपलब्धता कम है2,r6 k7 rh k1 k2 pof k1 k1s ccof root k7p r6 k1 k1s ccof,NO_SRL ARGM-LOC ARGM-CAU NO_SRL NO_SRL NO_SRL ARG1 ARG2-ATR NO_SRL NO_SRL ARGM-LOC NO_SRL ARG1 ARG2-ATR NO_SRL
देश बिजली उत्पादन वृद्धि होने वजह यूरेनियम उपलब्धता होना है,k7p r6 k7 k1 r6 k1 r6 k1 k1s root,ARGM-LOC NO_SRL ARG1 ARG2-ATR NO_SRL ARGM-CAU NO_SRL ARG1 ARG1 NO_SRL
ईधन प्रौद्यौगिकी और सामग्री व्यापार (एनएसजी) बना,ccof ccof r6 ccof rt k1 root,NO_SRL NO_SRL NO_SRL NO_SRL ARGM-PRP ARG1 NO_SRL
विकल्प यह है कि अमेरिका प्रोजेक्ट तथा फोरम भारत शामिल करने पैरवी करें,k1 k1s root rs k1 ccof k7 ccof k2 pof r6-k2 pof ccof,ARG2-ATR ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
संकेत करार दिया,k2 k7 root,ARG1 ARGM-LOC NO_SRL
सिंह और अमेरिका बुश कल NULL होने बातचीत जुलाई NULL2 हुए समझौते संयंत्रों ईंधन आपूर्ति मामला उठ,ccof k7 r6 ccof k7t root nmod__k1inv k7 k7t root nmod__k1inv vmod nmod r6 r6 k1 root,NO_SRL ARGM-LOC NO_SRL NO_SRL ARGM-TMP NO_SRL NO_SRL ARGM-LOC ARGM-TMP NO_SRL NO_SRL ARGM-CAU NO_SRL NO_SRL NO_SRL ARG0 NO_SRL
संयंत्रों संकट है तथा महीने उन्हें ईंधन मिलता तो उनके बंद होने नौबत आ,vmod k1 ccof root k7t k4a k1 vmod ccof r6 k1 r6 k1 ccof,ARGM-LOC ARG1 NO_SRL NO_SRL ARGM-TMP ARG0 ARG1 ARGM-ADV NO_SRL NO_SRL ARG1 NO_SRL ARG1 NO_SRL
मंत्रालय सूत्रों भारत अपना दृष्टिकोण रख कि विरोध घोषणाओं अमल वह सुविधाओं अलग करने कार्य रूप दे,r6 k7 k1 r6 k2 root rs rh k7 k7t k1 k2 pof r6 k2 pof ccof,NO_SRL ARGM-EXT ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
स्थिति अमेरिका यह जरूरी जान कि विपक्ष और दलों मुंह बंद करने वह ईंधन आपूर्ति ऐलान करे तथा इसके सीमा निर्धारित करे2,k7p rt k1 k1s root rs ccof r6 ccof k2 pof rt k1 r6 k2 pof ccof ccof rt k2 pof ccof,ARGM-LOC ARG0 ARG1 ARG2-ATR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
वे वर्ष थीं,k1 r6 root,ARG1 ARG2-ATR NO_SRL
NULL वर्षों उनके रह इमरोज वक्त उनके2 थे,root k7t ras-k1 nmod__k1inv k1 k7t k7 root,NO_SRL ARGM-TMP ARG2-LOC NO_SRL ARG0 ARGM-TMP ARG2-ATR NO_SRL
इमरोज खुद लेखक हैं,k1 nmod k1s root,ARG1 NO_SRL ARG2-ATR NO_SRL
प्रीतम परिवार पुत्र है,r6 k7 k1 root,NO_SRL ARGM-LOC ARG1 NO_SRL
सूत्रों बताया कि दिल्ली सोमवार शाम उनका संस्कार कर,k1 root k2 k7p k7t k7t r6-k2 pof ccof,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
पुरस्कार सम्मानित प्रीतम पुस्तकें लिखी और उन्हें अपने लेखन पहचान मिली,jjmod nmod k1 k2 ccof root k4 r6 rt pof ccof,NO_SRL NO_SRL ARG0 ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
पंजाब १९१९ पैदा हुई प्रीतम पुरस्कार मिल,k7p k7t pof nmod k4 k1 root,NO_SRL NO_SRL NO_SRL NO_SRL ARG0 ARG1 NO_SRL
उनकी कृतियों टिकट कैनवस कमरा और2 संदेह हैं,r6 k7 ccof ccof ccof k1 ccof root,NO_SRL ARGM-LOC NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL
दरअसल टिकट उनका वृत्तांत है,root k1 r6 k1s ccof,NO_SRL ARG1 NO_SRL ARG2-ATR NO_SRL
प्रधानमंत्री देश पद NULL पहुंचने पुत्र लोगों आंखों विदाई दी,k2 r6 k7p root nmod k4 k1 k3 pof root,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL
शनिवार हैदराबाद हाल तिरंगे NULL लिपटे राव यात्रा निकाली,k7t k7p k5 k7p root nmod k4 pof root,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL
रेजिमेंट गोले NULL दागकर राव सलामी दी,k1 k2 root vmod k4 pof root,ARG0 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
समय माहौल गमगीन हो और वातावरण राव अमर रहे नारों गूंज,k7t k1 k1s ccof root k1 k1 k1s rs k2 ccof,ARGM-TMP ARG1 ARG2-ATR NO_SRL NO_SRL ARG1 ARG1 ARG2-ATR NO_SRL ARGM-MNS NO_SRL
राव प्रधानमंत्री पद NULL पहुंचने भारतीय थे,k1 r6 k2p root nmod pof root,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL
उन्हें विदा देने उनके जिले स्थित गांव ग्रामीण आए,k4 pof rt k2 jjmod nmod k5 k1 root,NO_SRL NO_SRL ARGM-PRP ARGM-ADV NO_SRL NO_SRL ARG2-SOU ARG0 NO_SRL
राव संस्कार NULL हिस्सा लेने सिंह सुबह अपनी पत्नी कौर विमान हैदराबाद पहुंचे,r6 k7t root nmod rt k1 k7t r6 nmod ras-k1 k3 k2p root,ARGM-ADV ARGM-LOC NO_SRL ARG1 ARGM-PRP ARG0 ARGM-TMP NO_SRL NO_SRL ARGM-MNR ARGM-MNS ARG2-GOL NO_SRL
वह विमानतल सीधे पार्क स्थित स्थल पहुंचे,k1 k3 rd k7p nmod__k1inv k7p root,ARG0 ARGM-LOC ARGM-MNR NO_SRL NO_SRL ARG2-GOL NO_SRL
NULL गौरतलब है कि राव सिंह राजनीति आए,k1 k1s root rs r6 k1 k7 ccof,ARG1 ARG2-ATR NO_SRL NO_SRL ARGM-CAU ARG0 ARGM-LOC NO_SRL
वह ९६ सरकार मंत्री थे,k1 k7t k7 k1s root,ARG1 ARGM-EXT ARGM-LOC ARG2-ATR NO_SRL
सरकार NULL मणिपुर अधिनियम एएफएसपीए को हटाकर उसकी जगह चेहरे कानून लागू करने रजामंद हो,k1 root k7p k2 nmod fragof vmod r6 k7 nmod k2 pof k2 pof root,ARG0 NO_SRL ARGM-LOC ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
सिंह और लुप घंटे NULL चली बैठक घोषणा की2,ccof r6 ccof k7t root nmod__k1inv k7t k2 root,NO_SRL NO_SRL NO_SRL ARGM-EXT NO_SRL NO_SRL ARGM-TMP ARG1 NO_SRL
कार्यालय प्रवक्ता बताया कि सरकार मणिपुर NULL लोगों मिलकर NULL2 काम करने राज्य अध्याय शुरू करना चाहती,r6 k1 root k2 k1 r6 root ras-k1 vmod root k2 r6 k7p k2 pof k2 ccof,NO_SRL ARG0 NO_SRL ARG1 ARG0 NO_SRL NO_SRL ARG1 ARGM-MNR NO_SRL ARG1 NO_SRL ARGM-LOC NO_SRL NO_SRL ARG1 NO_SRL
सरकार कानून बदलने फैसला आंदोलनकारियों कानून2 संशोधन स्वीकार करने इन्कार करने2 लिया,k1 k2 r6-k2 pof k2 k7 k2 pof vmod pof k7t root,NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
प्रधानमंत्री और लुप बैठक प्रवक्ता संवाददाताओं बताया कि सिंह कहा कि2 वह मणिपुर अधिनियम एएफएसपीए के2 कानून लाने अवश्य विचार करेंगे,ccof r6 ccof k7t k1 k4 root k2 k1 ccof k2 k1 k7p vmod nmod fragof k2 vmod adv pof ccof,NO_SRL NO_SRL NO_SRL ARGM-TMP ARG0 ARG2 ARG1 NO_SRL ARG0 NO_SRL ARG1 NO_SRL ARGM-LOC ARG1 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL
उन्होंने बताया कि मणिपुर हालात जायजा लेने प्रधानमंत्री महीने मणिपुर2 यात्रा करेंगे,k1 root k2 r6 r6-k2 pof rt k1 k7t r6-k2 pof ccof,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
इसके प्रधानमंत्री दल पाटिल मुद्दे बातचीत जारी रखने कहा,sent-adv k1 nmod k4 k7 k2 pof k2 root,ARGM-DIS ARG0 NO_SRL ARG2 NO_SRL NO_SRL NO_SRL ARG1 NO_SRL
हालांकि कानून तरह हटाने मांग कर लुप कानून2 संशोधन स्वीकार करने इन्कार कर2,root k2 adv r6-k2 pof nmod__k1inv k1 k7 k2 pof vmod pof ccof,NO_SRL ARG1 ARGM-MNR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
प्रधानमंत्री बातचीत करने लुप दल नेता सिंह कहा कि संशोधनों खारिज कर,k2 pof nmod r6 r6 nmod k1 root k2 k2 pof ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
लेकिन वह कानून चेहरे कानून2 लागू करने राजी हैं जिससे मणिपुर लोगों स्वतंत्रता और मानवाधिकारों रक्षा हो,root k1 k7 nmod k2 pof vmod pof ccof k3 r6 r6 ccof k1 r6 ccof rh,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-CAU NO_SRL NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL
उन्होंने कहा कि संगठन नेता प्रधानमंत्री रुख खुश हैं,k1 root k2 r6 k1 r6 rh pof ccof,ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
भारत और पाकिस्तान NULL बढ़ते संबंधों असर कश्मीर किचन देखा,ccof k7 ccof root nmod__k1inv r6 k2 r6 k7p root,NO_SRL ARGM-LOC NO_SRL NO_SRL NO_SRL ARG1 ARG1 NO_SRL ARGM-LOC NO_SRL
पाकिस्तान साल्ट लोगों किचन पहुंच,r6 k1 r6 k7p root,NO_SRL ARG0 NO_SRL ARGM-LOC NO_SRL
लोग इसे देशों NULL बढ़ते रिश्ते परिणाम रूप देख,k1 k2 k7 root nmod__k1inv r6 r6 k7 root,ARG0 ARG1 ARGM-LOC NO_SRL NO_SRL ARG1 ARGM-MNR ARGM-MNR NO_SRL
लोग इससे सबक ले,k1 k5 k2 root,ARG0 ARG2-SOU ARG1 NO_SRL
दशकों दुश्मनी दिल्ली और इस्लामाबाद संबंधों शुरुआत NULL होने नमक अब आराम बाजार मिलने,r6 k7t ccof k7 ccof r6-k1 pof root rh k1 k7t adv k7p root,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-CAU ARG1 ARGM-TMP ARGM-MNR ARGM-LOC NO_SRL
अब इसे दुकान खरीदा,k7t k2 k7p root,ARGM-TMP ARG1 ARGM-LOC NO_SRL
यह नमक है,k1 k1s root,ARG1 ARG2-ATR NO_SRL
कश्मीर नमक महत्व बात स्पष्ट होता कि वर्षो राजनीति मुद्दा रहा,rt r6 k1 k3 pof root rs k7t r6 k1 ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-TMP NO_SRL ARG0 NO_SRL
", स्तर यह लोगों उद्वेलित करने मुद्दा रहा",sent-adv k7 nmod k2 pof nmod__k1inv k1 root,ARGM-DIS ARG2-LOC NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL
NULL १९४७ घाटी पाकिस्तान नमक घाटी2 रोड होते कश्मीर2 पहुंचता,root k7t k3 k5 k1 nmod k7p vmod k2p root,NO_SRL ARGM-EXT ARGM-MNS ARGM-LOC ARG0 NO_SRL ARGM-LOC ARGM-MNR ARG2-GOL NO_SRL
अक्टूबर १९४७ जब कश्मीर भारत हिस्सा बन NULL कश्मीर2 नमक आपूर्ति बाधित हो और तरह फैमिन स्थिति पैदा हो2,nmod k7t k7t k1 r6 k2 nmod__relc k7t r6 r6 k1 pof ccof root adv r6 k1 pof ccof,NO_SRL ARGM-TMP ARGM-TMP ARG1 NO_SRL ARG2-ATR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
कश्मीर जमन कहा कि कश्मीर2 वर्षो नमक कमी रही,r6 k1 root k2 k7p k7t r6 k1 ccof,ARGM-LOC ARG0 NO_SRL ARG1 ARG2-LOC ARGM-EXT NO_SRL ARG0 NO_SRL
इसकी कीमत अधिक बढ़ कि आदमी इसका उपयोग कर,r6 k1 adv root vmod k1 r6-k2 pof ccof,NO_SRL ARG1 ARGM-MNR NO_SRL ARGM-DIS NO_SRL NO_SRL NO_SRL NO_SRL
यद्यपि १९४९ नमक आपूर्ति घाटी सामान्य हो लेकिन राजनीतिज्ञों वजह इसमें फिर बाधा आ,vmod k7t r6 k1 k7p k1s ccof root r6 rh k7 adv k2 ccof,ARGM-ADV ARGM-EXT NO_SRL ARG1 ARGM-LOC ARG2-ATR NO_SRL NO_SRL NO_SRL ARGM-CAU ARGM-LOC ARGM-MNR ARG1 NO_SRL
साल्ट NULL अनुपलब्धता घाटी मुद्दा बना,r6 root k2 k7p k2g root,NO_SRL NO_SRL ARG2 ARGM-LOC ARG1 NO_SRL
इसे नमक सवाल संज्ञा दी,k4 r6 r6 k2 root,ARG2 NO_SRL NO_SRL ARG1 NO_SRL
पार्टी मकसद नमक लोगों कमजोरी अपने पक्ष भुनाना कि नमक2 उपलब्धता सुनिश्चित कराना,r6 k1 rd r6 k2 r6 k7p ccof root r6 k1 pof ccof,NO_SRL ARGM-PRP ARGM-MNR NO_SRL ARG1 NO_SRL ARGM-MNR NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
हत्याकांड जांच कर दल सिट सरस्वती रविवार बजे उसके पेश होने समन भेजा,r6-k2 pof nmod__k1inv nmod k1 k1 k7t k7t k7p pof rt k2 root,NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARGM-PRP ARG1 NO_SRL
", रात गिरफ्तार किए मठ मैनेजर अय्यर आज कोर्ट दिन हिरासत भेज",sent-adv k7t pof nmod__k2inv r6 nmod k2 k7t k1 r6 k7 root,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG2 ARGM-TMP ARG0 NO_SRL ARGM-LOC NO_SRL
मठ एकाउंटेंट और मंदिर मैनेजर रमन हत्या NULL गुत्थी NULL2 सुलझाने जुटे सिट विजयेंद्र समन भेजने अहम माना,r6 ccof nmod r6 ccof r6 r6 root k2 root k7 nmod__k1inv k1 k4 k2 k2 k2s root,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG1 NO_SRL ARG1 NO_SRL ARG0 ARG2 ARG1 ARG1 ARG2-ATR NO_SRL
लेकिन विजयेंद्र वकीलों सिट आग्रह किया कि वह मठ NULL होने पूजा सुबह मठ2 बाहर जा,root r6 k1 k4 pof ccof k2 k1 k7p root nmod__k1inv rh k7t k5 k2p ccof,NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 ARGM-LOC NO_SRL NO_SRL ARGM-CAU ARGM-TMP ARG2-SOU ARG2-GOL NO_SRL
विजयेंद्र वकील चेल्लप्पा और त्यागराजन बताया कि विजयेंद्र2 पूजा बजे सिट पेश होंगे,r6 nmod ccof k1 ccof root k2 k1 k7t k7t k2p pof ccof,NO_SRL NO_SRL NO_SRL ARG0 NO_SRL NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
यह पूछने कि क्या उन्होंने NULL यह2 जानने कोशिश की2 कि2 विजयेंद्र आखिर तरह पूछताछ की4 वकीलों कहा कि3 उन्हें इस पता NULL2 ।,k2 k7 k2s adv k1 root k2 r6-k2 pof ccof rs k5 adv r6-k2 pof ccof k1 root k2 k4a k7 pof ccof fragof,ARG0 ARGM-CAU ARG1 NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL ARG0 NO_SRL ARG1 NO_SRL NO_SRL NO_SRL NO_SRL NO_SRL
उन्होंने कहा कि विजयेंद्र NULL पूछताछ लेकर परेशान हैं,k1 root k2 k1 root k2 vmod k1s ccof,ARG0 NO_SRL ARG1 ARG0 NO_SRL ARG1 ARGM-CAU ARG2-ATR NO_SRL
NULL गौरतलब है कि सरस्वती गिरफ्तारी सरस्वती2 मामले शब्द कहा,k1 k1s root rs r6 k7t k1 k7 k2 ccof,ARG1 ARGM-ADV NO_SRL NO_SRL NO_SRL ARGM-TMP ARG0 ARGM-LOC ARG1 NO_SRL
यहां वह जेल अपने NULL गुरु मिलने गए,sent-adv k1 k7p r6 root ras-k1 rt root,ARGM-DIS ARG0 ARGM-LOC NO_SRL NO_SRL ARG1 ARGM-PRP NO_SRL
इस उत्तमराज मठ अय्यर जनवरी हिरासत भेज,sent-adv k1 r6 k2 k7t k7 root,ARGM-TMP ARG0 NO_SRL ARG2 ARGM-TMP ARGM-LOC NO_SRL
पुलिस आरोप है कि हत्याकांड सिलसिले पैसे देन अय्यर भूमिका थी,r6 k1 root k1s r6 k7 r6 k7 r6v k1 ccof,NO_SRL ARG1 NO_SRL ARG2-ATR NO_SRL ARGM-LOC NO_SRL ARGM-LOC ARG1 ARG2-ATR NO_SRL
